date,client,platform,campaign,cost,imp,click,cv,budget_monthly,target_cpa
2026-03-17,E社,yahoo,【検索】ブランド,440,56,1,0,120000,10000
2026-03-17,E社,yahoo,【検索】車種,853,93,2,0,120000,10000
2026-03-17,E社,yahoo,【検索】未使用車,755,97,2,0,120000,10000
2026-03-17,E社,yahoo,【DSP】リターゲ,383,47,1,0,120000,10000
2026-03-17,E社,meta,【Instagram】リマケ,995,556,5,0,100000,10000
2026-03-17,E社,meta,【Facebook】新規,752,494,6,0,100000,10000
2026-03-17,E社,meta,初売り企画,177,112,1,0,100000,10000
2026-03-17,E社,tiktok,UGC風業態訴求,457,404,3,0,30000,10000
2026-03-17,E社,tiktok,季節訴求,137,125,1,0,30000,10000
2026-03-17,F社,google,【PMAX】メイン,11576,1939,94,5,900000,7000
2026-03-17,F社,google,【SEM】ブランド,5437,935,49,0,900000,7000
2026-03-17,F社,google,【SEM】車種,5246,1028,53,0,900000,7000
2026-03-17,F社,google,【DSP】リターゲ,4555,863,40,1,900000,7000
2026-03-17,F社,google,【動画】月替わり,2672,468,20,0,900000,7000
2026-03-17,F社,yahoo,【検索】ブランド,1756,223,6,0,300000,7000
2026-03-17,F社,yahoo,【検索】車種,3752,427,14,0,300000,7000
2026-03-17,F社,yahoo,【検索】未使用車,2997,348,9,1,300000,7000
2026-03-17,F社,yahoo,【DSP】リターゲ,1572,201,5,0,300000,7000
2026-03-17,F社,meta,【Instagram】リマケ,4147,2585,32,0,250000,7000
2026-03-17,F社,meta,【Facebook】新規,3353,1942,19,1,250000,7000
2026-03-17,F社,meta,初売り企画,801,480,6,0,250000,7000
2026-03-17,F社,tiktok,UGC風業態訴求,2022,1939,17,0,80000,7000
2026-03-17,F社,tiktok,季節訴求,606,537,4,0,80000,7000
2026-03-17,G社,google,【PMAX】メイン,14677,2717,143,5,1100000,5500
2026-03-17,G社,google,【SEM】ブランド,8417,1422,52,3,1100000,5500
2026-03-17,G社,google,【SEM】車種,9591,1873,78,2,1100000,5500
2026-03-17,G社,google,【DSP】リターゲ,5803,1063,49,0,1100000,5500
2026-03-17,G社,google,【動画】月替わり,4320,744,31,0,1100000,5500
2026-03-17,G社,yahoo,【検索】ブランド,2399,273,6,0,350000,5500
2026-03-17,G社,yahoo,【検索】車種,5440,590,18,1,350000,5500
2026-03-17,G社,yahoo,【検索】未使用車,3560,439,11,0,350000,5500
2026-03-17,G社,yahoo,【DSP】リターゲ,1966,252,7,0,350000,5500
2026-03-17,G社,meta,【Instagram】リマケ,5562,3098,37,1,280000,5500
2026-03-17,G社,meta,【Facebook】新規,3487,1937,22,0,280000,5500
2026-03-17,G社,meta,初売り企画,1177,686,7,0,280000,5500
2026-03-17,G社,tiktok,UGC風業態訴求,3195,3095,27,1,120000,5500
2026-03-17,G社,tiktok,季節訴求,1255,1053,7,0,120000,5500
2026-03-17,H社,google,【PMAX】メイン,6296,1156,41,2,700000,9000
2026-03-17,H社,google,【SEM】ブランド,3520,650,33,2,700000,9000
2026-03-17,H社,google,【SEM】車種,3792,723,32,0,700000,9000
2026-03-17,H社,google,【DSP】リターゲ,2583,442,17,0,700000,9000
2026-03-17,H社,google,【動画】月替わり,2122,395,18,0,700000,9000
2026-03-17,H社,yahoo,【検索】ブランド,974,128,3,0,200000,9000
2026-03-17,H社,yahoo,【検索】車種,1881,242,8,0,200000,9000
2026-03-17,H社,yahoo,【検索】未使用車,1899,210,5,0,200000,9000
2026-03-17,H社,yahoo,【DSP】リターゲ,849,109,2,0,200000,9000
2026-03-17,H社,meta,【Instagram】リマケ,2470,1508,14,0,180000,9000
2026-03-17,H社,meta,【Facebook】新規,1595,1048,12,0,180000,9000
2026-03-17,H社,meta,初売り企画,455,269,2,0,180000,9000
2026-03-17,H社,tiktok,UGC風業態訴求,1420,1368,12,0,60000,9000
2026-03-17,H社,tiktok,季節訴求,444,390,2,0,60000,9000
2026-03-18,A社,google,【PMAX】メイン,13946,2380,113,4,1200000,5000
2026-03-18,A社,google,【SEM】ブランド,8813,1446,53,3,1200000,5000
2026-03-18,A社,google,【SEM】車種,8921,1693,82,2,1200000,5000
2026-03-18,A社,google,【DSP】リターゲ,6587,1295,51,1,1200000,5000
2026-03-18,A社,google,【動画】月替わり,4595,896,32,0,1200000,5000
2026-03-18,A社,yahoo,【検索】ブランド,2469,283,8,0,400000,5000
2026-03-18,A社,yahoo,【検索】車種,5708,699,23,0,400000,5000
2026-03-18,A社,yahoo,【検索】未使用車,4789,595,16,1,400000,5000
2026-03-18,A社,yahoo,【DSP】リターゲ,2226,259,8,0,400000,5000
2026-03-18,A社,meta,【Instagram】リマケ,5887,3213,37,1,300000,5000
2026-03-18,A社,meta,【Facebook】新規,4126,2624,35,1,300000,5000
2026-03-18,A社,meta,初売り企画,933,602,7,0,300000,5000
2026-03-18,A社,tiktok,UGC風業態訴求,2618,2428,20,0,100000,5000
2026-03-18,A社,tiktok,季節訴求,1010,941,6,1,100000,5000
2026-03-18,B社,google,【PMAX】メイン,9653,1847,90,3,800000,8000
2026-03-18,B社,google,【SEM】ブランド,3860,759,28,1,800000,8000
2026-03-18,B社,google,【SEM】車種,4265,713,33,0,800000,8000
2026-03-18,B社,google,【DSP】リターゲ,3813,707,25,0,800000,8000
2026-03-18,B社,google,【動画】月替わり,2371,397,17,0,800000,8000
2026-03-18,B社,yahoo,【検索】ブランド,1673,196,5,1,250000,8000
2026-03-18,B社,yahoo,【検索】車種,2305,278,8,0,250000,8000
2026-03-18,B社,yahoo,【検索】未使用車,1992,256,7,0,250000,8000
2026-03-18,B社,yahoo,【DSP】リターゲ,1034,113,3,0,250000,8000
2026-03-18,B社,meta,【Instagram】リマケ,2883,1679,24,1,200000,8000
2026-03-18,B社,meta,【Facebook】新規,2137,1396,18,1,200000,8000
2026-03-18,B社,meta,初売り企画,686,429,4,0,200000,8000
2026-03-18,B社,tiktok,UGC風業態訴求,2078,1821,14,0,80000,8000
2026-03-18,B社,tiktok,季節訴求,592,583,4,0,80000,8000
2026-03-18,C社,google,【PMAX】メイン,5745,941,36,2,600000,6000
2026-03-18,C社,google,【SEM】ブランド,3141,528,28,0,600000,6000
2026-03-18,C社,google,【SEM】車種,2696,446,18,0,600000,6000
2026-03-18,C社,google,【DSP】リターゲ,1838,351,15,0,600000,6000
2026-03-18,C社,google,【動画】月替わり,1305,231,8,0,600000,6000
2026-03-18,C社,yahoo,【検索】ブランド,852,107,2,0,180000,6000
2026-03-18,C社,yahoo,【検索】車種,1753,200,5,0,180000,6000
2026-03-18,C社,yahoo,【検索】未使用車,1307,161,4,0,180000,6000
2026-03-18,C社,yahoo,【DSP】リターゲ,749,92,2,0,180000,6000
2026-03-18,C社,meta,【Instagram】リマケ,2094,1183,12,0,150000,6000
2026-03-18,C社,meta,【Facebook】新規,1439,845,9,0,150000,6000
2026-03-18,C社,meta,初売り企画,394,232,2,0,150000,6000
2026-03-18,C社,tiktok,UGC風業態訴求,1034,844,7,0,50000,6000
2026-03-18,C社,tiktok,季節訴求,282,251,2,0,50000,6000
2026-03-18,D社,google,【PMAX】メイン,24372,4617,221,11,1500000,4000
2026-03-18,D社,google,【SEM】ブランド,11552,2056,89,4,1500000,4000
2026-03-18,D社,google,【SEM】車種,11476,2042,82,4,1500000,4000
2026-03-18,D社,google,【DSP】リターゲ,9779,1801,94,1,1500000,4000
2026-03-18,D社,google,【動画】月替わり,5694,1006,39,0,1500000,4000
2026-03-18,D社,yahoo,【検索】ブランド,4286,515,13,0,500000,4000
2026-03-18,D社,yahoo,【検索】車種,8355,911,28,0,500000,4000
2026-03-18,D社,yahoo,【検索】未使用車,6042,795,27,1,500000,4000
2026-03-18,D社,yahoo,【DSP】リターゲ,2997,329,8,0,500000,4000
2026-03-18,D社,meta,【Instagram】リマケ,8467,5216,68,1,400000,4000
2026-03-18,D社,meta,【Facebook】新規,5747,3243,36,1,400000,4000
2026-03-18,D社,meta,初売り企画,1910,1106,14,0,400000,4000
2026-03-18,D社,tiktok,UGC風業態訴求,4765,4189,29,1,150000,4000
2026-03-18,D社,tiktok,季節訴求,1581,1321,12,0,150000,4000
2026-03-18,E社,google,【PMAX】メイン,3256,540,21,0,400000,10000
2026-03-18,E社,google,【SEM】ブランド,1445,254,9,0,400000,10000
2026-03-18,E社,google,【SEM】車種,1505,266,14,0,400000,10000
2026-03-18,E社,google,【DSP】リターゲ,1145,218,9,0,400000,10000
2026-03-18,E社,google,【動画】月替わり,681,113,4,0,400000,10000
2026-03-18,E社,yahoo,【検索】ブランド,415,47,1,0,120000,10000
2026-03-18,E社,yahoo,【検索】車種,918,115,2,0,120000,10000
2026-03-18,E社,yahoo,【検索】未使用車,780,90,2,0,120000,10000
2026-03-18,E社,yahoo,【DSP】リターゲ,387,44,1,0,120000,10000
2026-03-18,E社,meta,【Instagram】リマケ,1021,619,6,0,100000,10000
2026-03-18,E社,meta,【Facebook】新規,672,397,3,0,100000,10000
2026-03-18,E社,meta,初売り企画,210,119,1,0,100000,10000
2026-03-18,E社,tiktok,UGC風業態訴求,473,408,3,0,30000,10000
2026-03-18,E社,tiktok,季節訴求,159,142,1,0,30000,10000
2026-03-18,F社,google,【PMAX】メイン,10577,1903,81,5,900000,7000
2026-03-18,F社,google,【SEM】ブランド,6038,1058,38,2,900000,7000
2026-03-18,F社,google,【SEM】車種,5657,984,35,2,900000,7000
2026-03-18,F社,google,【DSP】リターゲ,4860,828,38,0,900000,7000
2026-03-18,F社,google,【動画】月替わり,2808,500,24,0,900000,7000
2026-03-18,F社,yahoo,【検索】ブランド,2059,252,8,0,300000,7000
2026-03-18,F社,yahoo,【検索】車種,3087,355,8,0,300000,7000
2026-03-18,F社,yahoo,【検索】未使用車,3388,400,12,0,300000,7000
2026-03-18,F社,yahoo,【DSP】リターゲ,1496,189,6,0,300000,7000
2026-03-18,F社,meta,【Instagram】リマケ,5256,3171,32,1,250000,7000
2026-03-18,F社,meta,【Facebook】新規,2695,1673,24,1,250000,7000
2026-03-18,F社,meta,初売り企画,823,470,5,0,250000,7000
2026-03-18,F社,tiktok,UGC風業態訴求,2050,2000,15,0,80000,7000
2026-03-18,F社,tiktok,季節訴求,601,571,4,0,80000,7000
2026-03-18,G社,google,【PMAX】メイン,18462,3439,162,8,1100000,5500
2026-03-18,G社,google,【SEM】ブランド,7192,1294,49,3,1100000,5500
2026-03-18,G社,google,【SEM】車種,9663,1808,88,2,1100000,5500
2026-03-18,G社,google,【DSP】リターゲ,5351,1052,56,1,1100000,5500
2026-03-18,G社,google,【動画】月替わり,4889,957,39,0,1100000,5500
2026-03-18,G社,yahoo,【検索】ブランド,2572,331,8,0,350000,5500
2026-03-18,G社,yahoo,【検索】車種,4102,533,17,1,350000,5500
2026-03-18,G社,yahoo,【検索】未使用車,3500,386,10,1,350000,5500
2026-03-18,G社,yahoo,【DSP】リターゲ,1888,225,5,0,350000,5500
2026-03-18,G社,meta,【Instagram】リマケ,5267,3086,30,0,280000,5500
2026-03-18,G社,meta,【Facebook】新規,3440,1938,22,0,280000,5500
2026-03-18,G社,meta,初売り企画,991,645,6,0,280000,5500
2026-03-18,G社,tiktok,UGC風業態訴求,3791,3630,31,1,120000,5500
2026-03-18,G社,tiktok,季節訴求,1037,935,6,0,120000,5500
2026-03-18,H社,google,【PMAX】メイン,6879,1357,59,1,700000,9000
2026-03-18,H社,google,【SEM】ブランド,3076,546,23,1,700000,9000
2026-03-18,H社,google,【SEM】車種,4111,752,30,0,700000,9000
2026-03-18,H社,google,【DSP】リターゲ,2505,478,23,0,700000,9000
2026-03-18,H社,google,【動画】月替わり,2118,389,14,0,700000,9000
2026-03-18,H社,yahoo,【検索】ブランド,1131,126,3,0,200000,9000
2026-03-18,H社,yahoo,【検索】車種,2050,237,6,0,200000,9000
2026-03-18,H社,yahoo,【検索】未使用車,1794,228,6,0,200000,9000
2026-03-18,H社,yahoo,【DSP】リターゲ,831,95,2,0,200000,9000
2026-03-18,H社,meta,【Instagram】リマケ,2420,1310,16,0,180000,9000
2026-03-18,H社,meta,【Facebook】新規,1733,998,13,1,180000,9000
2026-03-18,H社,meta,初売り企画,515,331,4,0,180000,9000
2026-03-18,H社,tiktok,UGC風業態訴求,1197,1131,9,1,60000,9000
2026-03-18,H社,tiktok,季節訴求,393,352,3,0,60000,9000
2026-03-19,A社,google,【PMAX】メイン,13765,2539,97,4,1200000,5000
2026-03-19,A社,google,【SEM】ブランド,8612,1496,62,2,1200000,5000
2026-03-19,A社,google,【SEM】車種,8361,1640,85,2,1200000,5000
2026-03-19,A社,google,【DSP】リターゲ,6716,1323,48,1,1200000,5000
2026-03-19,A社,google,【動画】月替わり,4327,783,35,0,1200000,5000
2026-03-19,A社,yahoo,【検索】ブランド,2960,346,8,0,400000,5000
2026-03-19,A社,yahoo,【検索】車種,5569,708,22,0,400000,5000
2026-03-19,A社,yahoo,【検索】未使用車,3877,436,11,0,400000,5000
2026-03-19,A社,yahoo,【DSP】リターゲ,2180,263,8,0,400000,5000
2026-03-19,A社,meta,【Instagram】リマケ,5661,3084,34,1,300000,5000
2026-03-19,A社,meta,【Facebook】新規,3541,1995,24,1,300000,5000
2026-03-19,A社,meta,初売り企画,916,510,7,0,300000,5000
2026-03-19,A社,tiktok,UGC風業態訴求,2941,2748,24,0,100000,5000
2026-03-19,A社,tiktok,季節訴求,996,949,8,0,100000,5000
2026-03-19,B社,google,【PMAX】メイン,9070,1520,66,2,800000,8000
2026-03-19,B社,google,【SEM】ブランド,4571,809,43,1,800000,8000
2026-03-19,B社,google,【SEM】車種,4173,755,29,1,800000,8000
2026-03-19,B社,google,【DSP】リターゲ,3474,683,35,0,800000,8000
2026-03-19,B社,google,【動画】月替わり,2584,475,17,0,800000,8000
2026-03-19,B社,yahoo,【検索】ブランド,1666,200,6,0,250000,8000
2026-03-19,B社,yahoo,【検索】車種,2751,302,9,0,250000,8000
2026-03-19,B社,yahoo,【検索】未使用車,2090,226,7,1,250000,8000
2026-03-19,B社,yahoo,【DSP】リターゲ,1040,134,4,0,250000,8000
2026-03-19,B社,meta,【Instagram】リマケ,3011,1928,19,0,200000,8000
2026-03-19,B社,meta,【Facebook】新規,1908,1167,16,0,200000,8000
2026-03-19,B社,meta,初売り企画,634,414,4,0,200000,8000
2026-03-19,B社,tiktok,UGC風業態訴求,1545,1475,11,0,80000,8000
2026-03-19,B社,tiktok,季節訴求,525,504,3,0,80000,8000
2026-03-19,C社,google,【PMAX】メイン,5209,862,46,1,600000,6000
2026-03-19,C社,google,【SEM】ブランド,2355,431,20,0,600000,6000
2026-03-19,C社,google,【SEM】車種,3031,542,20,0,600000,6000
2026-03-19,C社,google,【DSP】リターゲ,1982,388,14,0,600000,6000
2026-03-19,C社,google,【動画】月替わり,1709,325,14,0,600000,6000
2026-03-19,C社,yahoo,【検索】ブランド,927,116,3,1,180000,6000
2026-03-19,C社,yahoo,【検索】車種,1723,192,4,0,180000,6000
2026-03-19,C社,yahoo,【検索】未使用車,1195,136,4,0,180000,6000
2026-03-19,C社,yahoo,【DSP】リターゲ,756,93,2,0,180000,6000
2026-03-19,C社,meta,【Instagram】リマケ,2012,1294,17,0,150000,6000
2026-03-19,C社,meta,【Facebook】新規,1382,867,9,0,150000,6000
2026-03-19,C社,meta,初売り企画,332,186,2,0,150000,6000
2026-03-19,C社,tiktok,UGC風業態訴求,992,913,6,0,50000,6000
2026-03-19,C社,tiktok,季節訴求,349,333,2,0,50000,6000
2026-03-19,D社,google,【PMAX】メイン,21617,3997,160,11,1500000,4000
2026-03-19,D社,google,【SEM】ブランド,10406,1708,71,3,1500000,4000
2026-03-19,D社,google,【SEM】車種,11929,2288,87,2,1500000,4000
2026-03-19,D社,google,【DSP】リターゲ,9493,1696,84,1,1500000,4000
2026-03-19,D社,google,【動画】月替わり,6630,1284,54,0,1500000,4000
2026-03-19,D社,yahoo,【検索】ブランド,4892,573,16,0,500000,4000
2026-03-19,D社,yahoo,【検索】車種,7387,871,21,1,500000,4000
2026-03-19,D社,yahoo,【検索】未使用車,6086,674,19,0,500000,4000
2026-03-19,D社,yahoo,【DSP】リターゲ,3244,387,9,0,500000,4000
2026-03-19,D社,meta,【Instagram】リマケ,9396,5575,75,1,400000,4000
2026-03-19,D社,meta,【Facebook】新規,6379,4037,49,0,400000,4000
2026-03-19,D社,meta,初売り企画,1827,1118,12,1,400000,4000
2026-03-19,D社,tiktok,UGC風業態訴求,5207,4243,30,1,150000,4000
2026-03-19,D社,tiktok,季節訴求,1582,1281,10,0,150000,4000
2026-03-19,E社,google,【PMAX】メイン,2873,484,22,0,400000,10000
2026-03-19,E社,google,【SEM】ブランド,1569,268,13,0,400000,10000
2026-03-19,E社,google,【SEM】車種,1676,304,15,0,400000,10000
2026-03-19,E社,google,【DSP】リターゲ,1232,241,10,0,400000,10000
2026-03-19,E社,google,【動画】月替わり,716,135,6,0,400000,10000
2026-03-19,E社,yahoo,【検索】ブランド,538,62,1,0,120000,10000
2026-03-19,E社,yahoo,【検索】車種,804,87,3,0,120000,10000
2026-03-19,E社,yahoo,【検索】未使用車,691,82,2,0,120000,10000
2026-03-19,E社,yahoo,【DSP】リターゲ,360,41,1,0,120000,10000
2026-03-19,E社,meta,【Instagram】リマケ,1003,643,7,0,100000,10000
2026-03-19,E社,meta,【Facebook】新規,713,455,4,1,100000,10000
2026-03-19,E社,meta,初売り企画,203,112,1,0,100000,10000
2026-03-19,E社,tiktok,UGC風業態訴求,492,436,3,0,30000,10000
2026-03-19,E社,tiktok,季節訴求,143,129,0,0,30000,10000
2026-03-19,F社,google,【PMAX】メイン,10619,2071,111,4,900000,7000
2026-03-19,F社,google,【SEM】ブランド,6094,1046,40,2,900000,7000
2026-03-19,F社,google,【SEM】車種,6338,1182,55,0,900000,7000
2026-03-19,F社,google,【DSP】リターゲ,4803,906,37,0,900000,7000
2026-03-19,F社,google,【動画】月替わり,3478,650,33,0,900000,7000
2026-03-19,F社,yahoo,【検索】ブランド,2022,255,8,1,300000,7000
2026-03-19,F社,yahoo,【検索】車種,3334,365,9,0,300000,7000
2026-03-19,F社,yahoo,【検索】未使用車,2849,331,11,1,300000,7000
2026-03-19,F社,yahoo,【DSP】リターゲ,1687,203,4,0,300000,7000
2026-03-19,F社,meta,【Instagram】リマケ,5210,3263,45,1,250000,7000
2026-03-19,F社,meta,【Facebook】新規,3142,1801,17,0,250000,7000
2026-03-19,F社,meta,初売り企画,885,564,6,0,250000,7000
2026-03-19,F社,tiktok,UGC風業態訴求,2096,1766,11,0,80000,7000
2026-03-19,F社,tiktok,季節訴求,631,618,4,0,80000,7000
2026-03-19,G社,google,【PMAX】メイン,14894,2497,114,6,1100000,5500
2026-03-19,G社,google,【SEM】ブランド,6862,1304,46,1,1100000,5500
2026-03-19,G社,google,【SEM】車種,8885,1593,78,2,1100000,5500
2026-03-19,G社,google,【DSP】リターゲ,6478,1196,64,0,1100000,5500
2026-03-19,G社,google,【動画】月替わり,4098,742,29,0,1100000,5500
2026-03-19,G社,yahoo,【検索】ブランド,2551,276,9,0,350000,5500
2026-03-19,G社,yahoo,【検索】車種,4113,525,15,1,350000,5500
2026-03-19,G社,yahoo,【検索】未使用車,4111,487,16,0,350000,5500
2026-03-19,G社,yahoo,【DSP】リターゲ,2088,239,7,0,350000,5500
2026-03-19,G社,meta,【Instagram】リマケ,6345,3483,38,0,280000,5500
2026-03-19,G社,meta,【Facebook】新規,3454,1983,23,0,280000,5500
2026-03-19,G社,meta,初売り企画,1229,703,9,0,280000,5500
2026-03-19,G社,tiktok,UGC風業態訴求,3427,3380,27,0,120000,5500
2026-03-19,G社,tiktok,季節訴求,1245,1163,8,0,120000,5500
2026-03-19,H社,google,【PMAX】メイン,8300,1557,74,1,700000,9000
2026-03-19,H社,google,【SEM】ブランド,3866,716,27,1,700000,9000
2026-03-19,H社,google,【SEM】車種,4354,841,38,0,700000,9000
2026-03-19,H社,google,【DSP】リターゲ,2631,444,20,0,700000,9000
2026-03-19,H社,google,【動画】月替わり,2122,345,16,0,700000,9000
2026-03-19,H社,yahoo,【検索】ブランド,1106,128,3,0,200000,9000
2026-03-19,H社,yahoo,【検索】車種,2228,246,7,0,200000,9000
2026-03-19,H社,yahoo,【検索】未使用車,1630,201,7,0,200000,9000
2026-03-19,H社,yahoo,【DSP】リターゲ,850,108,3,0,200000,9000
2026-03-19,H社,meta,【Instagram】リマケ,2456,1567,18,1,180000,9000
2026-03-19,H社,meta,【Facebook】新規,1508,984,10,0,180000,9000
2026-03-19,H社,meta,初売り企画,506,305,3,0,180000,9000
2026-03-19,H社,tiktok,UGC風業態訴求,1374,1329,11,0,60000,9000
2026-03-19,H社,tiktok,季節訴求,411,385,3,0,60000,9000
2026-03-20,A社,google,【PMAX】メイン,14612,2685,139,6,1200000,5000
2026-03-20,A社,google,【SEM】ブランド,7660,1264,62,2,1200000,5000
2026-03-20,A社,google,【SEM】車種,7790,1309,67,3,1200000,5000
2026-03-20,A社,google,【DSP】リターゲ,6564,1214,53,0,1200000,5000
2026-03-20,A社,google,【動画】月替わり,4383,779,40,0,1200000,5000
2026-03-20,A社,yahoo,【検索】ブランド,2856,341,8,0,400000,5000
2026-03-20,A社,yahoo,【検索】車種,5086,592,21,0,400000,5000
2026-03-20,A社,yahoo,【検索】未使用車,4644,611,21,1,400000,5000
2026-03-20,A社,yahoo,【DSP】リターゲ,2149,275,7,0,400000,5000
2026-03-20,A社,meta,【Instagram】リマケ,6599,4028,39,1,300000,5000
2026-03-20,A社,meta,【Facebook】新規,3239,1839,19,1,300000,5000
2026-03-20,A社,meta,初売り企画,940,563,7,0,300000,5000
2026-03-20,A社,tiktok,UGC風業態訴求,2610,2167,19,1,100000,5000
2026-03-20,A社,tiktok,季節訴求,894,880,8,0,100000,5000
2026-03-20,B社,google,【PMAX】メイン,10533,1921,88,2,800000,8000
2026-03-20,B社,google,【SEM】ブランド,3730,624,32,0,800000,8000
2026-03-20,B社,google,【SEM】車種,4611,869,35,0,800000,8000
2026-03-20,B社,google,【DSP】リターゲ,3092,571,28,1,800000,8000
2026-03-20,B社,google,【動画】月替わり,2741,457,24,0,800000,8000
2026-03-20,B社,yahoo,【検索】ブランド,1295,143,3,0,250000,8000
2026-03-20,B社,yahoo,【検索】車種,2522,312,7,0,250000,8000
2026-03-20,B社,yahoo,【検索】未使用車,2486,315,7,1,250000,8000
2026-03-20,B社,yahoo,【DSP】リターゲ,1172,152,4,0,250000,8000
2026-03-20,B社,meta,【Instagram】リマケ,3594,2332,32,0,200000,8000
2026-03-20,B社,meta,【Facebook】新規,2233,1279,17,0,200000,8000
2026-03-20,B社,meta,初売り企画,517,331,4,0,200000,8000
2026-03-20,B社,tiktok,UGC風業態訴求,2039,1813,11,0,80000,8000
2026-03-20,B社,tiktok,季節訴求,626,611,5,0,80000,8000
2026-03-20,C社,google,【PMAX】メイン,6623,1169,52,1,600000,6000
2026-03-20,C社,google,【SEM】ブランド,2499,480,19,0,600000,6000
2026-03-20,C社,google,【SEM】車種,3409,626,25,0,600000,6000
2026-03-20,C社,google,【DSP】リターゲ,1878,306,15,0,600000,6000
2026-03-20,C社,google,【動画】月替わり,1645,292,15,0,600000,6000
2026-03-20,C社,yahoo,【検索】ブランド,927,111,3,0,180000,6000
2026-03-20,C社,yahoo,【検索】車種,1775,219,6,0,180000,6000
2026-03-20,C社,yahoo,【検索】未使用車,1182,148,4,0,180000,6000
2026-03-20,C社,yahoo,【DSP】リターゲ,631,73,2,0,180000,6000
2026-03-20,C社,meta,【Instagram】リマケ,1906,1108,13,0,150000,6000
2026-03-20,C社,meta,【Facebook】新規,1332,814,9,0,150000,6000
2026-03-20,C社,meta,初売り企画,383,249,2,0,150000,6000
2026-03-20,C社,tiktok,UGC風業態訴求,892,877,6,0,50000,6000
2026-03-20,C社,tiktok,季節訴求,359,314,2,0,50000,6000
2026-03-20,D社,google,【PMAX】メイン,28150,5032,203,13,1500000,4000
2026-03-20,D社,google,【SEM】ブランド,13383,2231,87,4,1500000,4000
2026-03-20,D社,google,【SEM】車種,14641,2713,142,4,1500000,4000
2026-03-20,D社,google,【DSP】リターゲ,10295,1883,75,1,1500000,4000
2026-03-20,D社,google,【動画】月替わり,7297,1329,58,0,1500000,4000
2026-03-20,D社,yahoo,【検索】ブランド,4978,638,22,1,500000,4000
2026-03-20,D社,yahoo,【検索】車種,7862,906,26,1,500000,4000
2026-03-20,D社,yahoo,【検索】未使用車,7106,898,30,0,500000,4000
2026-03-20,D社,yahoo,【DSP】リターゲ,2905,382,10,0,500000,4000
2026-03-20,D社,meta,【Instagram】リマケ,10726,6864,90,1,400000,4000
2026-03-20,D社,meta,【Facebook】新規,5912,3245,33,1,400000,4000
2026-03-20,D社,meta,初売り企画,1627,1043,13,0,400000,4000
2026-03-20,D社,tiktok,UGC風業態訴求,5703,5170,44,1,150000,4000
2026-03-20,D社,tiktok,季節訴求,1721,1684,11,0,150000,4000
2026-03-20,E社,google,【PMAX】メイン,2928,492,24,1,400000,10000
2026-03-20,E社,google,【SEM】ブランド,1196,218,9,0,400000,10000
2026-03-20,E社,google,【SEM】車種,1482,252,12,0,400000,10000
2026-03-20,E社,google,【DSP】リターゲ,1118,201,7,0,400000,10000
2026-03-20,E社,google,【動画】月替わり,789,142,6,0,400000,10000
2026-03-20,E社,yahoo,【検索】ブランド,435,54,1,0,120000,10000
2026-03-20,E社,yahoo,【検索】車種,849,106,3,0,120000,10000
2026-03-20,E社,yahoo,【検索】未使用車,627,80,2,0,120000,10000
2026-03-20,E社,yahoo,【DSP】リターゲ,328,37,1,1,120000,10000
2026-03-20,E社,meta,【Instagram】リマケ,932,609,8,0,100000,10000
2026-03-20,E社,meta,【Facebook】新規,628,404,4,0,100000,10000
2026-03-20,E社,meta,初売り企画,210,116,1,0,100000,10000
2026-03-20,E社,tiktok,UGC風業態訴求,442,410,3,0,30000,10000
2026-03-20,E社,tiktok,季節訴求,125,101,0,0,30000,10000
2026-03-20,F社,google,【PMAX】メイン,10684,1891,100,3,900000,7000
2026-03-20,F社,google,【SEM】ブランド,5323,1001,43,1,900000,7000
2026-03-20,F社,google,【SEM】車種,6765,1176,52,1,900000,7000
2026-03-20,F社,google,【DSP】リターゲ,3617,657,27,0,900000,7000
2026-03-20,F社,google,【動画】月替わり,3040,552,26,0,900000,7000
2026-03-20,F社,yahoo,【検索】ブランド,1786,194,6,0,300000,7000
2026-03-20,F社,yahoo,【検索】車種,3169,362,9,0,300000,7000
2026-03-20,F社,yahoo,【検索】未使用車,2668,336,11,0,300000,7000
2026-03-20,F社,yahoo,【DSP】リターゲ,1334,169,5,0,300000,7000
2026-03-20,F社,meta,【Instagram】リマケ,5299,3285,38,1,250000,7000
2026-03-20,F社,meta,【Facebook】新規,2821,1846,19,0,250000,7000
2026-03-20,F社,meta,初売り企画,865,532,5,0,250000,7000
2026-03-20,F社,tiktok,UGC風業態訴求,1862,1525,14,1,80000,7000
2026-03-20,F社,tiktok,季節訴求,645,561,5,0,80000,7000
2026-03-20,G社,google,【PMAX】メイン,18134,3181,121,7,1100000,5500
2026-03-20,G社,google,【SEM】ブランド,6973,1246,56,2,1100000,5500
2026-03-20,G社,google,【SEM】車種,7909,1334,65,1,1100000,5500
2026-03-20,G社,google,【DSP】リターゲ,5412,882,41,1,1100000,5500
2026-03-20,G社,google,【動画】月替わり,4799,782,34,0,1100000,5500
2026-03-20,G社,yahoo,【検索】ブランド,2328,300,10,0,350000,5500
2026-03-20,G社,yahoo,【検索】車種,4355,475,13,0,350000,5500
2026-03-20,G社,yahoo,【検索】未使用車,4443,574,20,0,350000,5500
2026-03-20,G社,yahoo,【DSP】リターゲ,2096,272,8,0,350000,5500
2026-03-20,G社,meta,【Instagram】リマケ,5846,3254,38,1,280000,5500
